,Day,DoWeek,hour,count,passed,period,data,ServiceID,datetime
333126,2023-07-24,0,13,14531,14531,63.95334113275067,644.1454132544216,2,2023-07-24 13:00:00
333127,2023-07-24,0,13,2,2,61.0,11001.0,4,2023-07-24 13:00:00
333128,2023-07-24,0,13,2,2,62.0,516.5,6,2023-07-24 13:00:00
333129,2023-07-24,0,13,19618,19618,63.0,920.63431542461,11,2023-07-24 13:00:00
333130,2023-07-24,0,13,118,118,62.0,583.8983050847457,1,2023-07-24 13:00:00
333131,2023-07-24,0,13,172,172,62.0,4425.575581395349,5,2023-07-24 13:00:00
333132,2023-07-24,0,13,8102,8102,63.0,602.6755122192052,7,2023-07-24 13:00:00
333133,2023-07-24,0,13,7,7,62.0,419.7142857142857,8,2023-07-24 13:00:00
333134,2023-07-24,0,13,29,29,0.0,378249.6896551724,10,2023-07-24 13:00:00
333135,2023-07-24,0,13,738,738,64.0,632.3252032520326,2,2023-07-24 13:00:00
333136,2023-07-24,0,13,945,945,63.0,928.3301587301588,11,2023-07-24 13:00:00
333137,2023-07-24,0,13,8,8,62.0,628.0,1,2023-07-24 13:00:00
333138,2023-07-24,0,13,3,3,62.0,274.3333333333333,5,2023-07-24 13:00:00
333139,2023-07-24,0,13,367,367,63.0,602.7629427792915,7,2023-07-24 13:00:00
333140,2023-07-24,0,13,1,1,0.0,378250.0,10,2023-07-24 13:00:00
333141,2023-07-24,0,14,17026,17026,63.95964994713967,651.8322565488077,2,2023-07-24 14:00:00
333142,2023-07-24,0,14,1,1,61.0,23531.0,4,2023-07-24 14:00:00
333143,2023-07-24,0,14,21841,21841,63.0,936.0866718556842,11,2023-07-24 14:00:00
333144,2023-07-24,0,14,168,168,62.0,547.6309523809524,1,2023-07-24 14:00:00
333145,2023-07-24,0,14,222,222,62.0,2334.0,5,2023-07-24 14:00:00
333146,2023-07-24,0,14,9610,9610,63.0,604.1990634755463,7,2023-07-24 14:00:00
333147,2023-07-24,0,14,11,11,62.0,389.09090909090907,8,2023-07-24 14:00:00
333148,2023-07-24,0,14,7,7,63.0,1262.0,0,2023-07-24 14:00:00
333149,2023-07-24,0,14,28,28,0.0,378250.53571428574,10,2023-07-24 14:00:00
333150,2023-07-24,0,14,1076,1076,64.0,650.7165427509294,2,2023-07-24 14:00:00
333151,2023-07-24,0,14,1410,1410,63.0,947.4531914893618,11,2023-07-24 14:00:00
333152,2023-07-24,0,14,9,9,62.0,509.77777777777777,1,2023-07-24 14:00:00
333153,2023-07-24,0,14,3,3,62.0,1548.6666666666667,5,2023-07-24 14:00:00
333154,2023-07-24,0,14,606,606,63.0,605.9521452145215,7,2023-07-24 14:00:00
333155,2023-07-24,0,14,2,2,0.0,378251.0,10,2023-07-24 14:00:00
333156,2023-07-24,0,15,16564,16564,63.95453996619174,644.676285921275,2,2023-07-24 15:00:00
